48,Altitude,1275412.232050
48,Weight,115732.000000
48,Acceleration,3.035943
47,Velocity,4897.653459
47,Altitude,1304798.152805
47,Weight,113598.000000
47,Acceleration,3.277261
46,Velocity,4918.820374
46,Altitude,1334311.075047
46,Weight,111464.000000
46,Acceleration,3.527819
45,Velocity,4941.549325
45,Altitude,1363960.370994
45,Weight,109330.000000
45,Acceleration,3.788158
44,Velocity,4965.902504
44,Altitude,1393755.786019
44,Weight,107196.000000
44,Acceleration,4.058863
43,Velocity,4991.945895
43,Altitude,1423707.461386
43,Weight,105062.000000
43,Acceleration,4.340565
42,Velocity,5019.749582
42,Altitude,1453825.958877
42,Weight,102928.000000
42,Acceleration,4.633948
41,Velocity,5049.388104
41,Altitude,1484122.287498
41,Weight,100794.000000
41,Acceleration,4.939754
40,Velocity,5080.940834
40,Altitude,1514607.932503
40,Weight,98660.000000
40,Acceleration,5.258788
39,Velocity,5114.492412
39,Altitude,1545294.886977
39,Weight,96526.000000
39,Acceleration,5.591930
38,Velocity,5150.133217
38,Altitude,1576195.686282
38,Weight,94392.000000
38,Acceleration,5.940134
37,Velocity,5187.959900
37,Altitude,1607323.445684
37,Weight,92258.000000
37,Acceleration,6.304447
36,Velocity,5228.075978
36,Altitude,1638691.901552
36,Weight,90124.000000
36,Acceleration,6.686013
35,Velocity,5270.592498
35,Altitude,1670315.456539
35,Weight,87990.000000
35,Acceleration,7.086087
34,Velocity,5315.628789
34,Altitude,1702209.229276
34,Weight,85856.000000
34,Acceleration,7.506049
33,Velocity,5363.313306
33,Altitude,1734389.109111
33,Weight,83722.000000
33,Acceleration,7.947419
32,Velocity,5413.784580
32,Altitude,1766871.816591
32,Weight,81588.000000
32,Acceleration,8.411879
31,Velocity,5467.192307
31,Altitude,1799674.970434
31,Weight,79454.000000
31,Acceleration,8.901288
30,Velocity,5523.698577
30,Altitude,1832817.161898
30,Weight,77320.000000
30,Acceleration,9.417712
29,Velocity,5583.479282
29,Altitude,1866318.037588
29,Weight,75186.000000
29,Acceleration,9.963451
28,Velocity,5646.725726
28,Altitude,1900198.391946
28,Weight,73052.000000
28,Acceleration,10.541074
27,Velocity,5713.646487
27,Altitude,1934480.270870
27,Weight,70918.000000
27,Acceleration,11.153460
26,Velocity,5784.469553
26,Altitude,1969187.088188
26,Weight,68784.000000
26,Acceleration,11.803844
25,Velocity,5859.444812
25,Altitude,2004343.757060
25,Weight,66650.000000
25,Acceleration,12.495876
24,Velocity,5938.846948
24,Altitude,2039976.838750
24,Weight,64516.000000
24,Acceleration,13.233689
23,Velocity,6022.978837
23,Altitude,2076114.711773
23,Weight,62382.000000
23,Acceleration,14.021981
22,Velocity,6112.175536
22,Altitude,2112787.764990
22,Weight,60248.000000
22,Acceleration,14.866116
21,Velocity,6206.809014
21,Altitude,2150028.619076
21,Weight,58114.000000
21,Acceleration,15.772246
20,Velocity,6307.293780
20,Altitude,2187872.381759
20,Weight,55980.000000
20,Acceleration,16.747461
19,Velocity,6414.093625
19,Altitude,2226356.943510
19,Weight,53846.000000
19,Acceleration,17.799974
18,Velocity,6527.729758
18,Altitude,2265523.322055
18,Weight,51712.000000
18,Acceleration,18.939355
17,Velocity,6648.790690
17,Altitude,2305416.066197
17,Weight,49578.000000
17,Acceleration,20.176822
16,Velocity,6777.944348
16,Altitude,2346083.732288
16,Weight,47444.000000
16,Acceleration,21.525610
15,Velocity,6915.953031
15,Altitude,2387579.450473
15,Weight,45310.000000
15,Acceleration,23.001447
14,Velocity,7063.692067
14,Altitude,2429961.602877
14,Weight,43176.000000
14,Acceleration,24.623173
13,Velocity,7222.173328
13,Altitude,2473294.642843
13,Weight,41042.000000
13,Acceleration,26.413543
12,Velocity,7392.575176
12,Altitude,2517650.093899
12,Weight,38908.000000
12,Acceleration,28.400308
11,Velocity,7576.281119
11,Altitude,2563107.780615
11,Weight,36774.000000
11,Acceleration,30.617657
10,Velocity,7774.930357
10,Altitude,2609757.362758
10,Weight,34640.000000
10,Acceleration,33.108206
9,Velocity,7990.484927
9,Altitude,2657700.272319
9,Weight,32506.000000
9,Acceleration,35.925762
8,Velocity,8225.320436
8,Altitude,2707052.194934
8,Weight,30372.000000
8,Acceleration,39.139252
7,Velocity,8482.351080
7,Altitude,2757946.301413
7,Weight,28238.000000
7,Acceleration,42.838441
6,Velocity,8765.205759
6,Altitude,2810537.535969
6,Weight,26104.000000
6,Acceleration,47.142447
5,Velocity,9078.482597
5,Altitude,2865008.431552
5,Weight,23970.000000
5,Acceleration,52.212806
4,Velocity,9428.127818
4,Altitude,2921577.198459
4,Weight,21836.000000
4,Acceleration,58.274203
3,Velocity,9822.019823
3,Altitude,2980509.317395
3,Weight,19702.000000
3,Acceleration,65.648667
2,Velocity,10270.908001
2,Altitude,3042134.765403
2,Weight,17568.000000
2,Acceleration,74.814696
1,Velocity,10790.000573
1,Altitude,3106874.768844
1,Weight,15434.000000
1,Acceleration,86.515429
0,Velocity,11401.826288
0,Altitude,3175285.726571
0,Weight,13300.000000
0,Acceleration,101.970952
-1,Upper stage,319.000000
